,Indicator,NFHS-5,NFHS-4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(57.3),60.7
83,All women age 15-49 years who are anaemic (%),77.7,64.5
84,All women age 15-19 years who are anaemic (%),77.4,62.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),5.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.5,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.3,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.1,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),17.8,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),21.9,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),13.6,na
101,Men age 15 years and above who use any kind of tobacco (%),49.7,na
102,Women age 15 years and above who consume alcohol (%),5.3,na
103,Men age 15 years and above who consume alcohol (%),29.9,na
