,Indicator,NFHS_5,NFHS_4
47,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(2.8),7.1
49,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),77.8,na
51,Institutional births (%),82.6,76.3
52,Institutional births in public facility (%),66.2,56.7
53,Home births that were conducted by skilled health personnel (%),1.0,0.5
54,Births attended by skilled health personnel (%),83.2,76.9
55,Births delivered by caesarean section (%),26.5,17.5
56,Births in a private health facility that were delivered by caesarean section (%),(58.4),39.8
57,Births in a public health facility that were delivered by caesarean section (%),25.5,17.1
60,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(75.0),64.0
61,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(78.8),(80.8)
62,Children age 12-23 months who have received BCG (%),(97.2),89.4
63,Children age 12-23 months who have received 3 doses of polio vaccine (%),(82.8),73.5
64,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(92.7),83.8
65,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(95.1),89.8
66,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(38.0),na
67,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(39.3),na
68,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(90.2),64.0
69,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),59.3,67.1
70,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(82.1),91.6
71,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(6.0),8.4
73,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.9,5.5
74,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
75,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
77,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.0,2.8
79,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(50.1),49.1
81,Children under age 3 years breastfed within one hour of birth (%),51.6,65.4
82,Children under age 6 months exclusively breastfed (%),*,(86.2)
83,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
84,Breastfeeding children age 6-23 months receiving an adequate diet  (%),17.5,8.4
85,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
86,Total children age 6-23 months receiving an adequate diet  (%),16.3,8.0
87,Children under 5 years who are stunted (height-for-age) (%),32.8,36.0
88,Children under 5 years who are wasted (weight-for-height) (%),21.5,14.8
89,Children under 5 years who are severely wasted (weight-for-height) (%),9.4,2.2
90,Children under 5 years who are underweight (weight-for-age) (%),32.2,32.7
91,Children under 5 years who are overweight (weight-for-height) (%),2.7,2.8
93,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.6,35.8
94,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.9,12.6
95,Women who have high risk waist-to-hip ratio (≥0.85) (%),66.5,na
97,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.4,42.6
98,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),72.9,49.3
99,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(71.7),(59.1)
100,All women age 15-49 years who are anaemic (%),72.8,49.6
101,All women age 15-19 years who are anaemic (%),71.5,55.9
104,Women - Blood sugar level - high (141-160 mg/dl)(%),8.9,na
105,Women - Blood sugar level - very high (>160 mg/dl)(%),4.7,na
106,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.9,na
108,Men - Blood sugar level - high (141-160 mg/dl)(%),10.8,na
109,Men - Blood sugar level - very high (>160 mg/dl) (%),8.1,na
110,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.5,na
113,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.6,na
114,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
116,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.1,na
118,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.5,na
119,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
121,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.3,na
123,Ever undergone a screening test for cervical cancer (%),0.0,na
124,Ever undergone a breast examination for breast cancer (%),0.2,na
125,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
127,Women age 15 years and above who use any kind of tobacco (%),23.1,na
128,Men age 15 years and above who use any kind of tobacco (%),51.1,na
129,Women age 15 years and above who consume alcohol (%),15.7,na
130,Men age 15 years and above who consume alcohol (%),43.7,na
