,Indicator,NFHS-5,NFHS-4
67,Children under age 6 months exclusively breastfed (%),*,(41.1)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),10.9,7.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),10.0,6.3
72,Children under 5 years who are stunted (height-for-age) (%),29.9,33.6
73,Children under 5 years who are wasted (weight-for-height) (%),20.7,23.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),9.5,10.2
75,Children under 5 years who are underweight (weight-for-age) (%),29.9,37.5
76,Children under 5 years who are overweight (weight-for-height) (%),2.3,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.5,15.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),32.7,25.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),72.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),61.4,68.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),62.5,60.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(43.2),54.4
83,All women age 15-49 years who are anaemic (%),61.5,59.8
84,All women age 15-19 years who are anaemic (%),64.3,64.2
85,Blood sugar level - high (141-160 mg/dl)(%),8.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),6.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),9.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.5,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.9,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.5,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
93,blood pressure (%),16.9,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,na
96,blood pressure (%),20.4,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),1.7,na
101,Men age 15 years and above who use any kind of tobacco (%),22.6,na
102,Women age 15 years and above who consume alcohol (%),0.0,na
103,Men age 15 years and above who consume alcohol (%),13.8,na
