,Indicator,NFHS-5,NFHS-4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.8,76.4
50,Children age 12-23 months who have received BCG (%),69.9,79.1
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),61.5,66.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),60.3,69.1
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),65.5,75.2
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),20.4,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),58.2,58.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.0,71.0
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5,99.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.6,2.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(74.7),(61.8)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(48.2),(35.6)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(30.9),(54.9)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,0.9
65,provider (%),(39.6),(53.0)
66,Children under age 3 years breastfed within one hour of birth (%),46.4,87.4
67,Children under age 6 months exclusively breastfed (%),(72.1),75.5
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(77.1)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.8,7.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(4.3)
71,Total children age 6-23 months receiving an adequate diet  (%),7.9,6.7
72,Children under 5 years who are stunted (height-for-age) (%),43.8,37.5
73,Children under 5 years who are wasted (weight-for-height) (%),7.7,11.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.4,4.0
75,Children under 5 years who are underweight (weight-for-age) (%),17.6,16.7
76,Children under 5 years who are overweight (weight-for-height) (%),11.1,4.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.3,11.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.9,9.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),42.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),46.4,21.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),45.1,27.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),30.0,29.7
83,All women age 15-49 years who are anaemic (%),44.2,27.9
84,All women age 15-19 years who are anaemic (%),46.0,19.0
85,Blood sugar level - high (141-160 mg/dl)(%),4.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.1,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.0,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.2,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.3,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.1,na
93,blood pressure (%),13.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,na
96,blood pressure (%),22.9,na
97,Ever undergone a screening test for cervical cancer (%),4.9,na
98,Ever undergone a breast examination for breast cancer (%),1.8,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.7,na
100,Women age 15 years and above who use any kind of tobacco (%),70.0,na
101,Men age 15 years and above who use any kind of tobacco (%),73.7,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),21.0,na
