,Indicator,NFHS_5
94,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.7
95,Women who have high risk waist-to-hip ratio (≥0.85) (%),64.3
97,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.4
98,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),48.3
99,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(44.4)
100,All women age 15-49 years who are anaemic (%),48.2
101,All women age 15-19 years who are anaemic (%),49.7
104,Women - Blood sugar level - high (141-160 mg/dl)(%),3.9
105,Women - Blood sugar level - very high (>160 mg/dl)(%),3.7
106,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.3
108,Men - Blood sugar level - high (141-160 mg/dl)(%),3.1
109,Men - Blood sugar level - very high (>160 mg/dl) (%),3.2
110,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.4
113,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3
114,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9
116,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.4
118,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.8
119,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.8
121,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.9
123,Ever undergone a screening test for cervical cancer (%),1.4
124,Ever undergone a breast examination for breast cancer (%),0.2
125,Ever undergone an oral cavity examination for oral cancer (%),0.7
127,Women age 15 years and above who use any kind of tobacco (%),11.8
128,Men age 15 years and above who use any kind of tobacco (%),50.4
129,Women age 15 years and above who consume alcohol (%),0.5
130,Men age 15 years and above who consume alcohol (%),16.5
